query_id	doc_id	rank	score
10029	doc-e0b67ba97343829f	8	2.04565104
10029	doc-58f081264fec2480	9	1.92146777
10659	doc-c01e63b6735fbc8c	1	7.73378094
12342	doc-72bc393db4b63d09	1	6.92132772
12342	doc-90d3b26e2f635f51	2	4.84161931
10686	doc-62fdebafdfbaeeb7	1	5.23849338
10686	doc-4710bbc7d191fa07	2	4.89298625
9691	doc-166a17809c28df2f	1	4.94545482
11739	doc-406612505a0b0b9f	1	10.87644203
11739	doc-c83d009a3690a72f	2	2.28660266
11739	doc-02f312791c6dac9b	3	1.98170986
11739	doc-8550e39884f7980a	4	1.84058855
11739	doc-afdd1eb8e179b8c0	5	1.79684612
11739	doc-6ec7f5faed90d6f9	6	1.71677163
11739	doc-757c194f020f514e	7	1.69518758
11739	doc-2d20028295cdadcd	8	1.66381028
11739	doc-93a0a9a95b2871d0	9	1.61401879
11739	doc-2128a4216d980fb0	10	1.55806642
11739	doc-5d2bd393f1aa2dd7	11	1.41549053
11739	doc-90d3b26e2f635f51	12	1.41549053
11739	doc-72ba35a72fed92d6	13	1.38638185
11739	doc-555085c66c6745a3	14	1.37227189
11739	doc-d3f9bca9c8f7e038	15	1.35844624
11739	doc-ff5908f80fde40b7	16	1.32789848
11739	doc-9e21c3c4005b3045	17	1.29329642
11739	doc-368d585e959425be	18	1.23410966
11739	doc-522e3b5cdc936e76	19	1.21192453
11739	doc-72bc393db4b63d09	20	1.20112841
11739	doc-64a29d3fe4361bbf	21	1.15980123
11739	doc-036fdbb06c478f12	22	1.14991001
11739	doc-7ae9805397edaaa8	23	1.11197657
11739	doc-60a03530f37caeee	24	1.07646592
11739	doc-62fdebafdfbaeeb7	25	1.01949091
11739	doc-6bfce5829aca6187	26	1.01184027
11739	doc-4d143f69ba4fd62f	27	0.92824909
11739	doc-58f081264fec2480	28	0.90946566
11739	doc-29bb6e3505e8cb1e	29	0.89142733
10308	doc-b23378d73e714cb1	1	5.55391749
10308	doc-555085c66c6745a3	2	4.69379196
10649	doc-ec51a0bf6e5de09d	1	7.62832494
10649	doc-58f081264fec2480	2	4.80212904
10649	doc-93a0a9a95b2871d0	3	3.81675495
10649	doc-b10e178df21f9d44	4	3.73990253
10649	doc-918d9ca1fc30b042	5	2.76643903
10649	doc-f952d93f49261451	6	2.48603241
11836	doc-8550e39884f7980a	1	14.43188305
11836	doc-58f081264fec2480	2	9.00498895
11836	doc-406612505a0b0b9f	3	5.35576605
11836	doc-90d3b26e2f635f51	4	5.13960192
11836	doc-757c194f020f514e	5	3.94211240
11836	doc-d3f2c492d639b3ea	6	3.65283836
11836	doc-0cc75c1cd1e762f0	7	3.58188891
11836	doc-6bfce5829aca6187	8	2.95525319
11836	doc-cd78c4b91df10277	9	2.58310442
11836	doc-c83d009a3690a72f	10	2.28660266
11836	doc-befb0d84963f5ab6	11	2.18992306
11836	doc-02f312791c6dac9b	12	1.98170986
11836	doc-2a9d2c0363aab0aa	13	1.91467602
11836	doc-e0b67ba97343829f	14	1.85967854
11836	doc-afdd1eb8e179b8c0	15	1.79684612
11836	doc-6ec7f5faed90d6f9	16	1.71677163
11836	doc-2d20028295cdadcd	17	1.66381028
11836	doc-93a0a9a95b2871d0	18	1.61401879
11836	doc-2128a4216d980fb0	19	1.55806642
11836	doc-5d2bd393f1aa2dd7	20	1.41549053
11836	doc-72ba35a72fed92d6	21	1.38638185
11836	doc-555085c66c6745a3	22	1.37227189
11836	doc-d3f9bca9c8f7e038	23	1.35844624
11836	doc-ff5908f80fde40b7	24	1.32789848
11836	doc-9e21c3c4005b3045	25	1.29329642
11836	doc-368d585e959425be	26	1.23410966
11836	doc-522e3b5cdc936e76	27	1.21192453
11836	doc-72bc393db4b63d09	28	1.20112841
11836	doc-64a29d3fe4361bbf	29	1.15980123
11836	doc-036fdbb06c478f12	30	1.14991001
11836	doc-7ae9805397edaaa8	31	1.11197657
11836	doc-60a03530f37caeee	32	1.07646592
11836	doc-62fdebafdfbaeeb7	33	1.01949091
11836	doc-4d143f69ba4fd62f	34	0.92824909
11836	doc-29bb6e3505e8cb1e	35	0.89142733
